id,content,post_code,class_code,class_name,time,good_count,comment_count,Root_code
3357091,千万别来，卷疯了🥲,202503140132569180P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357087,\o/\o/\o/,202503140132136202P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357086,yzh，杨圣！跌！,202503140131593234P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357082,70％保研率焦虑什么，党院已经要自己把自己卷死了，呆在马院不好吗🥹,202503140131375096P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357081,是杨院长吗,202503140131354857P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357080,一片苍茫都不见，知向谁边,202503140131316243P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357079,前途远大，但钱途……,202503140131267867P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357078,快来dang院宝宝  氛围超好有杨圣,202503140131165958P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357077,我听说dang院保研率很高啊. ........羡慕了,202503140131103696P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357075,一片黑暗😆,202503140130414327P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357074,别来dang院，卷死了,202503140130339788P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357159,hyq,202503140202251833P2,20220429RUC01,投稿, 7小时前,1,0,202503140119077255P1
3357095,我也是，抱抱你,202503140133334480P2,20220429RUC01,投稿, 8小时前,1,0,202503140112024003P1
3357040,因为我是肺雾,202503140122424786P2,20220429RUC01,投稿, 8小时前,1,0,202503140112024003P1
3357039,因为她不想在一起了,202503140122282481P2,20220429RUC01,投稿, 8小时前,1,0,202503140112024003P1
3357025,那为什么要分开呢,202503140120561393P2,20220429RUC01,投稿, 8小时前,1,0,202503140112024003P1
3357009,是，看到她换头像,202503140118392031P2,20220429RUC01,投稿, 8小时前,1,0,202503140112024003P1
3356952,有血月嘛我丢 是不是污染太严重了,202503140106547630P2,20220429RUC01,投稿, 8小时前,0,0,202503140106144525P1
3356937,🤣,202503140103467593P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356929,真的吵 上学期就是楼上一直吵大半夜的,202503140102011171P2,20220429RUC01,投稿, 8小时前,2,0,202503140059027999P1
3356928,服了  社会学院怎么都是这种人,202503140101583097P2,20220429RUC01,投稿, 8小时前,2,0,202503140059027999P1
3356927,我出来听了，现在没声音了。,202503140101573801P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356924,唐完了,202503140101264912P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356921,上学期经常拉凳子、打游戏喊叫，吵疯了,202503140100589554P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356919,糖尿病房,202503140100325193P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356916,好像挂一个那个牌子,202503140100213244P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356914,确实吵,202503140100129540P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356913,社会学院吧，习惯了,202503140100067350P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356912,这么吵烦死了,202503140059536482P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356911,糖尿病房,202503140059485455P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3356910,社会学院吧,202503140059443247P2,20220429RUC01,投稿, 8小时前,1,0,202503140059027999P1
3357093,你没看懂,202503140133211656P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357090,不客气,202503140132533267P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357083,谢谢,202503140131391644P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357072,您好,202503140130151992P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357067,晚上不睡觉 长痘痘,202503140129408999P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357054,那咋了,202503140125489040P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357051,没有审美吗？,202503140125324131P2,20220429RUC01,投稿, 8小时前,2,0,202503140058459069P1
3357049,🤣🤣🤣,202503140124338812P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357048,那咋了,202503140123521883P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357046,禁止打拳,202503140123358802P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357045,那咋了,202503140123328054P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357044,难绷哦,202503140123134959P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357043,别打拳哈,202503140122535679P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357042,您好，谢谢,202503140122493977P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357038,收收味哈,202503140122221487P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357036,禁止键政,202503140122186536P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357035,怎么这楼一群国楠串子,202503140122168094P2,20220429RUC01,投稿, 8小时前,2,0,202503140058459069P1
3357031,我更喜欢邓公一点,202503140121423730P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357026,好！我完全同意,202503140121088221P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357024,hsh也帅,202503140120564744P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357023,人家勤工俭学呢,202503140120555646P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357022,黝黑邓公,202503140120488018P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357021,别尬黑,202503140120324731P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357016,同意,202503140119555978P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357015,不如陈阳👍,202503140119354407P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357014,有没有人磕邓公的，我是智性恋,202503140119288957P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357012,禁止鉴,202503140119012059P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357007,兔兔也是哦,202503140118370631P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357006,这个我喜欢,202503140117598193P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357004,lcy哥哥呢~,202503140117295213P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357003,l,202503140116590694P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357002,是cy还是lcy,202503140116500019P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357001,不想，不是招桐体质,202503140116457283P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3357000,别串了，我还是觉得cy哥哥帅,202503140116187421P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356999,cy确实像那种gay会喜欢的,202503140116059562P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356998,蹲蹲,202503140115579331P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356997,别串了,202503140115527503P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356996,本院的0吗,202503140115359873P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356995,这个太搞了,202503140115331489P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356994,什么瓜,202503140115237904P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356993,细说,202503140115174167P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356992,不至于,202503140115008323P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356991,似乎有0也喜欢）,202503140114526910P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
